OBJECTID,FID_BANJIR,ID,GRIDCODE,WADMKD,WADMKC,WADMKK,KDEPUM,KDCPUM,KDPKAB,KELAS,SHAPE.AREA,SHAPE.LEN
987,618,619,3,Jembatan Lima,Tambora,Kota Adm. Jakarta Barat,31.73.04.1008,31.73.04,31.73,Berat,365566.8967318,2766.2437219233598
988,618,619,3,Pekojan,Tambora,Kota Adm. Jakarta Barat,31.73.04.1009,31.73.04,31.73,Berat,637673.822723421,4008.4157283589802
989,618,619,3,Roa Malaka,Tambora,Kota Adm. Jakarta Barat,31.73.04.1010,31.73.04,31.73,Berat,91488.1765970757,2537.8142030892905
990,618,619,3,Utan Kayu Selatan,Matraman,Kota Adm. Jakarta Timur,31.75.01.1006,31.75.01,31.75,Berat,669873.743763543,4206.5437535651
991,618,619,3,Cipinang,Pulogadung,Kota Adm. Jakarta Timur,31.75.02.1003,31.75.02,31.75,Berat,801372.998179842,7288.67818830634
992,618,619,3,Jatinegara Kaum,Pulogadung,Kota Adm. Jakarta Timur,31.75.02.1004,31.75.02,31.75,Berat,1146589.34410343,8170.73113079079
993,618,619,3,Rawamangun,Pulogadung,Kota Adm. Jakarta Timur,31.75.02.1005,31.75.02,31.75,Berat,895770.553342288,9633.155233396072
994,618,619,3,Pulo Gadung,Pulogadung,Kota Adm. Jakarta Timur,31.75.02.1001,31.75.02,31.75,Berat,1139122.97247178,7815.357316359111
995,618,619,3,Pisangan Timur,Pulogadung,Kota Adm. Jakarta Timur,31.75.02.1002,31.75.02,31.75,Berat,312802.151400753,2769.67026943578
996,618,619,3,Pisangan Baru,Matraman,Kota Adm. Jakarta Timur,31.75.01.1001,31.75.01,31.75,Berat,392.81136308370503,120.579086203553
997,618,619,3,Utan Kayu Utara,Matraman,Kota Adm. Jakarta Timur,31.75.01.1002,31.75.01,31.75,Berat,532082.660839497,4604.71135272067
998,618,619,3,Kayu Putih,Pulogadung,Kota Adm. Jakarta Timur,31.75.02.1006,31.75.02,31.75,Berat,3030247.74200583,13863.220539634402
999,618,619,3,Jati,Pulogadung,Kota Adm. Jakarta Timur,31.75.02.1007,31.75.02,31.75,Berat,929652.011034027,10188.898618015499
1000,618,619,3,Cipinang Muara,Jatinegara,Kota Adm. Jakarta Timur,31.75.03.1006,31.75.03,31.75,Berat,562465.3436756469,4837.31564924818
1001,618,619,3,Cipinang Besar Selatan,Jatinegara,Kota Adm. Jakarta Timur,31.75.03.1007,31.75.03,31.75,Berat,115513.964128811,1944.01663764778
1002,618,619,3,Cipinang Besar Utara,Jatinegara,Kota Adm. Jakarta Timur,31.75.03.1008,31.75.03,31.75,Berat,254757.73080967102,2384.13474133809
1003,618,619,3,Jatinegara,Cakung,Kota Adm. Jakarta Timur,31.75.06.1001,31.75.06,31.75,Berat,3316045.50420824,20029.0477265001
1004,618,619,3,Rawa Terate,Cakung,Kota Adm. Jakarta Timur,31.75.06.1002,31.75.06,31.75,Berat,2883999.86060027,19341.780753786
1005,618,619,3,Penggilingan,Cakung,Kota Adm. Jakarta Timur,31.75.06.1003,31.75.06,31.75,Berat,1921107.55703809,17407.4786880624
1006,618,619,3,Cakung Timur,Cakung,Kota Adm. Jakarta Timur,31.75.06.1004,31.75.06,31.75,Berat,6746877.0594292,27451.4744423353
1007,618,619,3,Pulo Gebang,Cakung,Kota Adm. Jakarta Timur,31.75.06.1005,31.75.06,31.75,Berat,3489858.35386576,20863.470256592
1008,618,619,3,Ujung Menteng,Cakung,Kota Adm. Jakarta Timur,31.75.06.1006,31.75.06,31.75,Berat,1656076.01051157,14494.2827266568
1009,618,619,3,Cakung Barat,Cakung,Kota Adm. Jakarta Timur,31.75.06.1007,31.75.06,31.75,Berat,5363596.49483507,20535.5614746876
1010,618,619,3,Duren Sawit,Duren Sawit,Kota Adm. Jakarta Timur,31.75.07.1001,31.75.07,31.75,Berat,831.259747049555,149.429822050039
1011,618,619,3,Klender,Duren Sawit,Kota Adm. Jakarta Timur,31.75.07.1003,31.75.07,31.75,Berat,373504.98876075697,4805.20161335162
1012,618,619,3,Malaka Sari,Duren Sawit,Kota Adm. Jakarta Timur,31.75.07.1005,31.75.07,31.75,Berat,488.857133555976,105.205196950858
1013,618,619,3,Malaka Jaya,Duren Sawit,Kota Adm. Jakarta Timur,31.75.07.1006,31.75.07,31.75,Berat,61525.703312936406,1434.87016148628
1014,618,619,3,Pondok Kopi,Duren Sawit,Kota Adm. Jakarta Timur,31.75.07.1007,31.75.07,31.75,Berat,645278.5700804851,5208.89973966468
1015,619,620,3,Kuningan Timur,Setiabudi,Kota Adm. Jakarta Selatan,31.74.02.1008,31.74.02,31.74,Berat,6846.86206270237,377.293209881864
1016,620,621,2,Karet Kuningan,Setiabudi,Kota Adm. Jakarta Selatan,31.74.02.1003,31.74.02,31.74,Sedang,720.2755248827331,359.24788526735904
1017,620,621,2,Kuningan Timur,Setiabudi,Kota Adm. Jakarta Selatan,31.74.02.1008,31.74.02,31.74,Sedang,102678.161975764,1669.6498720026502
1018,621,622,3,Menteng Dalam,Tebet,Kota Adm. Jakarta Selatan,31.74.01.1003,31.74.01,31.74,Berat,6403.80859391326,374.98004147791
1019,622,623,2,Cipinang Cempedak,Jatinegara,Kota Adm. Jakarta Timur,31.75.03.1005,31.75.03,31.75,Sedang,49999.999999358995,999.9999999868841
1020,623,624,3,Cipinang Muara,Jatinegara,Kota Adm. Jakarta Timur,31.75.03.1006,31.75.03,31.75,Berat,62380.7893819406,1046.20369680619
1021,623,624,3,Cipinang Besar Selatan,Jatinegara,Kota Adm. Jakarta Timur,31.75.03.1007,31.75.03,31.75,Berat,15923.6539784211,572.025344949475
1022,624,625,3,Pondok Kopi,Duren Sawit,Kota Adm. Jakarta Timur,31.75.07.1007,31.75.07,31.75,Berat,13654.283061228401,565.895366851811
1023,625,626,3,Joglo,Kembangan,Kota Adm. Jakarta Barat,31.73.08.1005,31.73.08,31.73,Berat,230624.17316636202,2168.3274112817403
1024,625,626,3,Petukangan Utara,Pesanggrahan,Kota Adm. Jakarta Selatan,31.74.10.1003,31.74.10,31.74,Berat,360941.175601399,3332.29843857374
1025,626,627,2,Petukangan Utara,Pesanggrahan,Kota Adm. Jakarta Selatan,31.74.10.1003,31.74.10,31.74,Sedang,9999.99999960358,399.99999999207205
1026,627,628,2,Sukabumi Selatan,Kebon Jeruk,Kota Adm. Jakarta Barat,31.73.05.1003,31.73.05,31.73,Sedang,32275.1180072448,1090.61248788342
1027,627,628,2,Grogol Selatan,Kebayoran Lama,Kota Adm. Jakarta Selatan,31.74.05.1005,31.74.05,31.74,Sedang,96796.956882492,1658.56764793104
1028,628,629,2,Selong,Kebayoran Baru,Kota Adm. Jakarta Selatan,31.74.07.1004,31.74.07,31.74,Sedang,6403.80859434266,374.980041487054
1029,629,630,2,Selong,Kebayoran Baru,Kota Adm. Jakarta Selatan,31.74.07.1004,31.74.07,31.74,Sedang,6403.80859434266,374.980041487054
1030,630,631,2,Selong,Kebayoran Baru,Kota Adm. Jakarta Selatan,31.74.07.1004,31.74.07,31.74,Sedang,9756.29613198327,390.28847864459203
1031,630,631,2,Senayan,Kebayoran Baru,Kota Adm. Jakarta Selatan,31.74.07.1006,31.74.07,31.74,Sedang,243.70386762031,90.54706402396901
1032,631,632,2,Petukangan Utara,Pesanggrahan,Kota Adm. Jakarta Selatan,31.74.10.1003,31.74.10,31.74,Sedang,6403.80859434266,374.980041487054
1033,632,633,2,Gelora,Tanah Abang,Kota Adm. Jakarta Pusat,31.71.07.1001,31.71.07,31.71,Sedang,2072034.07308268,12396.2512482135
1034,632,633,2,Bendungan Hilir,Tanah Abang,Kota Adm. Jakarta Pusat,31.71.07.1002,31.71.07,31.71,Sedang,546613.316648788,4666.66645033665
1035,632,633,2,Petamburan,Tanah Abang,Kota Adm. Jakarta Pusat,31.71.07.1004,31.71.07,31.71,Sedang,683286.149780651,5042.51328433492
1036,632,633,2,Kemanggisan,Pal Merah,Kota Adm. Jakarta Barat,31.73.07.1005,31.73.07,31.73,Sedang,49618.0728476794,1177.6636941685601
1037,632,633,2,Kota Bambu Selatan,Pal Merah,Kota Adm. Jakarta Barat,31.73.07.1006,31.73.07,31.73,Sedang,52564.8261202026,1140.6742825907602
1038,632,633,2,Palmerah,Pal Merah,Kota Adm. Jakarta Barat,31.73.07.1001,31.73.07,31.73,Sedang,284410.16897707,3986.3837482166905
1039,632,633,2,Slipi,Pal Merah,Kota Adm. Jakarta Barat,31.73.07.1002,31.73.07,31.73,Sedang,672390.5508114791,4828.542187550661
1040,632,633,2,Selong,Kebayoran Baru,Kota Adm. Jakarta Selatan,31.74.07.1004,31.74.07,31.74,Sedang,39897.4979061576,931.8579251156731
1041,632,633,2,Senayan,Kebayoran Baru,Kota Adm. Jakarta Selatan,31.74.07.1006,31.74.07,31.74,Sedang,38170.772368935606,1357.16914206972
1042,632,633,2,Grogol Utara,Kebayoran Lama,Kota Adm. Jakarta Selatan,31.74.05.1004,31.74.05,31.74,Sedang,304.187528994974,82.4929428783607
1043,632,633,2,Gunung,Kebayoran Baru,Kota Adm. Jakarta Selatan,31.74.07.1002,31.74.07,31.74,Sedang,87956.2192169522,1243.6968964377202
1044,633,634,2,Tebet Timur,Tebet,Kota Adm. Jakarta Selatan,31.74.01.1001,31.74.01,31.74,Sedang,53994.1406243421,1021.3587254746001
1045,634,635,2,Grogol Selatan,Kebayoran Lama,Kota Adm. Jakarta Selatan,31.74.05.1005,31.74.05,31.74,Sedang,13952.0263667797,543.3127086119971
1046,635,636,2,Menteng Dalam,Tebet,Kota Adm. Jakarta Selatan,31.74.01.1003,31.74.01,31.74,Sedang,319979.312906747,2759.6231106644204
1047,635,636,2,Menteng Atas,Setiabudi,Kota Adm. Jakarta Selatan,31.74.02.1005,31.74.02,31.74,Sedang,43111.2854549681,1002.61177308408
1048,636,637,3,Menteng Dalam,Tebet,Kota Adm. Jakarta Selatan,31.74.01.1003,31.74.01,31.74,Berat,6403.80859305446,374.98004145962204
1049,637,638,3,Cipinang Cempedak,Jatinegara,Kota Adm. Jakarta Timur,31.75.03.1005,31.75.03,31.75,Berat,6846.80983448284,377.291876984233
1050,638,639,2,Cipinang,Pulogadung,Kota Adm. Jakarta Timur,31.75.02.1003,31.75.02,31.75,Sedang,691402.515912489,4530.60388549223
1051,638,639,2,Jatinegara Kaum,Pulogadung,Kota Adm. Jakarta Timur,31.75.02.1004,31.75.02,31.75,Sedang,8633.895497545542,458.143340297671
1052,638,639,2,Rawamangun,Pulogadung,Kota Adm. Jakarta Timur,31.75.02.1005,31.75.02,31.75,Sedang,12545.351149326101,667.0524247779771
1053,638,639,2,Pisangan Timur,Pulogadung,Kota Adm. Jakarta Timur,31.75.02.1002,31.75.02,31.75,Sedang,389025.91674036,3840.6568875562
1054,638,639,2,Jati,Pulogadung,Kota Adm. Jakarta Timur,31.75.02.1007,31.75.02,31.75,Sedang,1163340.52597177,5086.83226328812
1055,638,639,2,Cipinang Muara,Jatinegara,Kota Adm. Jakarta Timur,31.75.03.1006,31.75.03,31.75,Sedang,1072184.38155334,6495.6275468883505
1056,638,639,2,Cipinang Besar Selatan,Jatinegara,Kota Adm. Jakarta Timur,31.75.03.1007,31.75.03,31.75,Sedang,350134.674869295,5306.74466829694
1057,638,639,2,Cipinang Besar Utara,Jatinegara,Kota Adm. Jakarta Timur,31.75.03.1008,31.75.03,31.75,Sedang,551847.505776127,6031.37022413955
1058,638,639,2,Pondok Bambu,Duren Sawit,Kota Adm. Jakarta Timur,31.75.07.1002,31.75.07,31.75,Sedang,361526.90521928103,3127.1438167791503
1059,638,639,2,Klender,Duren Sawit,Kota Adm. Jakarta Timur,31.75.07.1003,31.75.07,31.75,Sedang,111782.18345274501,1574.27279801177
1060,639,640,3,Petukangan Utara,Pesanggrahan,Kota Adm. Jakarta Selatan,31.74.10.1003,31.74.10,31.74,Berat,40433.2949605044,1014.70235467315
1061,640,641,2,Ulujami,Pesanggrahan,Kota Adm. Jakarta Selatan,31.74.10.1005,31.74.10,31.74,Sedang,6846.86206240836,377.293209873596
1062,641,642,2,Gunung,Kebayoran Baru,Kota Adm. Jakarta Selatan,31.74.07.1002,31.74.07,31.74,Sedang,6403.80859348386,374.98004146876605
1063,642,643,2,Gelora,Tanah Abang,Kota Adm. Jakarta Pusat,31.71.07.1001,31.71.07,31.71,Sedang,49896.3267950903,1040.8955982811901
1064,642,643,2,Bendungan Hilir,Tanah Abang,Kota Adm. Jakarta Pusat,31.71.07.1002,31.71.07,31.71,Sedang,47744.3053814289,1015.1508484369
1065,642,643,2,Selong,Kebayoran Baru,Kota Adm. Jakarta Selatan,31.74.07.1004,31.74.07,31.74,Sedang,103103.72911295701,1458.42460405169
1066,642,643,2,Rawa Barat,Kebayoran Baru,Kota Adm. Jakarta Selatan,31.74.07.1005,31.74.07,31.74,Sedang,9285.952077190952,631.929682214194
1067,642,643,2,Senayan,Kebayoran Baru,Kota Adm. Jakarta Selatan,31.74.07.1006,31.74.07,31.74,Sedang,687740.87165247,4103.400926660491
1068,642,643,2,Karet Semanggi,Setiabudi,Kota Adm. Jakarta Selatan,31.74.02.1002,31.74.02,31.74,Sedang,19515.1974115553,950.4907135853081
1069,643,644,2,Cipinang Besar Selatan,Jatinegara,Kota Adm. Jakarta Timur,31.75.03.1007,31.75.03,31.75,Sedang,6403.80859348386,374.98004146876605
1070,644,645,3,Pondok Bambu,Duren Sawit,Kota Adm. Jakarta Timur,31.75.07.1002,31.75.07,31.75,Berat,6846.80983378008,377.29187696476805
1071,645,646,2,Pondok Kelapa,Duren Sawit,Kota Adm. Jakarta Timur,31.75.07.1004,31.75.07,31.75,Sedang,14335.478157189902,855.750898212308
1072,645,646,2,Malaka Sari,Duren Sawit,Kota Adm. Jakarta Timur,31.75.07.1005,31.75.07,31.75,Sedang,34436.3706382229,920.4670307608991
1073,645,646,2,Malaka Jaya,Duren Sawit,Kota Adm. Jakarta Timur,31.75.07.1006,31.75.07,31.75,Sedang,91583.38927889681,1246.6930781527399
1074,645,646,2,Pondok Kopi,Duren Sawit,Kota Adm. Jakarta Timur,31.75.07.1007,31.75.07,31.75,Sedang,78876.70988832679,1203.23506135213
1075,646,647,3,Grogol Selatan,Kebayoran Lama,Kota Adm. Jakarta Selatan,31.74.05.1005,31.74.05,31.74,Berat,20641.6155390262,758.693979992873
1076,647,648,2,Cipulir,Kebayoran Lama,Kota Adm. Jakarta Selatan,31.74.05.1003,31.74.05,31.74,Sedang,38364.6178405245,933.393514057549
1077,647,648,2,Grogol Selatan,Kebayoran Lama,Kota Adm. Jakarta Selatan,31.74.05.1005,31.74.05,31.74,Sedang,6941.08428730437,422.576295538832
1078,648,649,3,Grogol Selatan,Kebayoran Lama,Kota Adm. Jakarta Selatan,31.74.05.1005,31.74.05,31.74,Berat,6403.80859324272,374.98004145292504
1079,649,650,2,Gunung,Kebayoran Baru,Kota Adm. Jakarta Selatan,31.74.07.1002,31.74.07,31.74,Sedang,6403.80859391326,374.98004147791
1080,650,651,2,Kuningan Timur,Setiabudi,Kota Adm. Jakarta Selatan,31.74.02.1008,31.74.02,31.74,Sedang,30000.0000011576,723.6067977688931
1081,651,652,2,Tebet Timur,Tebet,Kota Adm. Jakarta Selatan,31.74.01.1001,31.74.01,31.74,Sedang,26562.5000019906,697.679830125644
1082,652,653,2,Tebet Barat,Tebet,Kota Adm. Jakarta Selatan,31.74.01.1002,31.74.01,31.74,Sedang,402325.23035185796,3091.664992529
1083,652,653,2,Menteng Dalam,Tebet,Kota Adm. Jakarta Selatan,31.74.01.1003,31.74.01,31.74,Sedang,9118.422787416821,497.573926066079
1084,653,654,3,Cipinang Cempedak,Jatinegara,Kota Adm. Jakarta Timur,31.75.03.1005,31.75.03,31.75,Berat,6846.80983466206,377.29187698957304
1085,654,655,2,Kuningan Timur,Setiabudi,Kota Adm. Jakarta Selatan,31.74.02.1008,31.74.02,31.74,Sedang,13498.5382109453,567.3739261224081
1086,655,656,3,Cipinang Cempedak,Jatinegara,Kota Adm. Jakarta Timur,31.75.03.1005,31.75.03,31.75,Berat,6846.80983389482,377.291876967696
1087,656,657,3,Cipulir,Kebayoran Lama,Kota Adm. Jakarta Selatan,31.74.05.1003,31.74.05,31.74,Berat,10000.0000002741,400.000000005482
1088,657,658,2,Kuningan Timur,Setiabudi,Kota Adm. Jakarta Selatan,31.74.02.1008,31.74.02,31.74,Sedang,54783.935547948604,1007.3017657329501
1089,658,659,2,Cipinang Muara,Jatinegara,Kota Adm. Jakarta Timur,31.75.03.1006,31.75.03,31.75,Sedang,155886.767804943,2291.38404841117
1090,659,660,2,Cipulir,Kebayoran Lama,Kota Adm. Jakarta Selatan,31.74.05.1003,31.74.05,31.74,Sedang,6403.80859434266,374.980041487054
1091,660,661,3,Gunung,Kebayoran Baru,Kota Adm. Jakarta Selatan,31.74.07.1002,31.74.07,31.74,Berat,6846.86206299637,377.293209890132
1092,661,662,3,Gunung,Kebayoran Baru,Kota Adm. Jakarta Selatan,31.74.07.1002,31.74.07,31.74,Berat,6403.8085945838,374.980041502895
1093,662,663,2,Kuningan Timur,Setiabudi,Kota Adm. Jakarta Selatan,31.74.02.1008,31.74.02,31.74,Sedang,177.758193712927,63.004856778811295
1094,662,663,2,Mampang Prapatan,Mampang Prapatan,Kota Adm. Jakarta Selatan,31.74.03.1001,31.74.03,31.74,Sedang,331.50585490390904,99.55949825100409
1095,662,663,2,Kuningan Barat,Mampang Prapatan,Kota Adm. Jakarta Selatan,31.74.03.1005,31.74.03,31.74,Sedang,6337.59801494476,333.42272788269
1096,663,664,2,Menteng Dalam,Tebet,Kota Adm. Jakarta Selatan,31.74.01.1003,31.74.01,31.74,Sedang,217194.0849746,2099.2488157292505
1097,664,665,3,Cipinang Melayu,Makasar,Kota Adm. Jakarta Timur,31.75.08.1005,31.75.08,31.75,Berat,10000.0000002741,400.000000005482
1098,665,666,2,Cipinang Muara,Jatinegara,Kota Adm. Jakarta Timur,31.75.03.1006,31.75.03,31.75,Sedang,59936.2678694134,1159.22365540592
1099,665,666,2,Pondok Bambu,Duren Sawit,Kota Adm. Jakarta Timur,31.75.07.1002,31.75.07,31.75,Sedang,47.3021075339744,33.526168950340896
1100,665,666,2,Halim Perdana Kusuma,Makasar,Kota Adm. Jakarta Timur,31.75.08.1004,31.75.08,31.75,Sedang,764.692932955422,127.777932894478
1101,665,666,2,Cipinang Melayu,Makasar,Kota Adm. Jakarta Timur,31.75.08.1005,31.75.08,31.75,Sedang,30174.1510053197,774.45799578573
1102,666,667,2,Tebet Timur,Tebet,Kota Adm. Jakarta Selatan,31.74.01.1001,31.74.01,31.74,Sedang,15225.7388765101,666.038980198537
1103,666,667,2,Tebet Barat,Tebet,Kota Adm. Jakarta Selatan,31.74.01.1002,31.74.01,31.74,Sedang,11750.5257640445,828.096469950452
1104,667,668,2,Kebon Baru,Tebet,Kota Adm. Jakarta Selatan,31.74.01.1004,31.74.01,31.74,Sedang,13952.0263654386,543.312708590196
1105,668,669,2,Pondok Kelapa,Duren Sawit,Kota Adm. Jakarta Timur,31.75.07.1004,31.75.07,31.75,Sedang,9999.99999960358,399.99999999207205
1106,669,670,2,Pancoran,Pancoran,Kota Adm. Jakarta Selatan,31.74.08.1001,31.74.08,31.74,Sedang,20000.0000018893,600.000000021634
1107,670,671,2,Pondok Kelapa,Duren Sawit,Kota Adm. Jakarta Timur,31.75.07.1004,31.75.07,31.75,Sedang,236949.409435735,2673.7879920643604
1108,671,672,2,Pancoran,Pancoran,Kota Adm. Jakarta Selatan,31.74.08.1001,31.74.08,31.74,Sedang,6403.80859348386,374.98004146876605
1109,672,673,1,Cipinang Cempedak,Jatinegara,Kota Adm. Jakarta Timur,31.75.03.1005,31.75.03,31.75,Ringan,57947.8060475766,1191.88030960015
1110,673,674,2,Pondok Kelapa,Duren Sawit,Kota Adm. Jakarta Timur,31.75.07.1004,31.75.07,31.75,Sedang,6403.80859348386,374.98004146876605
1111,674,675,2,Kramat Pela,Kebayoran Baru,Kota Adm. Jakarta Selatan,31.74.07.1003,31.74.07,31.74,Sedang,132856.01037819902,1618.7369800768902
1112,674,675,2,Gunung,Kebayoran Baru,Kota Adm. Jakarta Selatan,31.74.07.1002,31.74.07,31.74,Sedang,383725.47228554805,3066.56090689615
1113,675,676,2,Mampang Prapatan,Mampang Prapatan,Kota Adm. Jakarta Selatan,31.74.03.1001,31.74.03,31.74,Sedang,87271.71659707441,1302.0138306847603
1114,676,677,2,Cipinang Besar Selatan,Jatinegara,Kota Adm. Jakarta Timur,31.75.03.1007,31.75.03,31.75,Sedang,6438.49053890034,328.914878548849
1115,676,677,2,Halim Perdana Kusuma,Makasar,Kota Adm. Jakarta Timur,31.75.08.1004,31.75.08,31.75,Sedang,50488.3298485472,1000.1352156362
1116,676,677,2,Cipinang Melayu,Makasar,Kota Adm. Jakarta Timur,31.75.08.1005,31.75.08,31.75,Sedang,23073.1806747882,762.24369476886
1117,677,678,1,Pondok Bambu,Duren Sawit,Kota Adm. Jakarta Timur,31.75.07.1002,31.75.07,31.75,Ringan,446703.12851363,3251.5896731401
1118,678,679,2,Pondok Kelapa,Duren Sawit,Kota Adm. Jakarta Timur,31.75.07.1004,31.75.07,31.75,Sedang,6403.80859391326,374.98004147791
1119,679,680,2,Petukangan Selatan,Pesanggrahan,Kota Adm. Jakarta Selatan,31.74.10.1004,31.74.10,31.74,Sedang,20000.0000025598,600.000000035045
1120,680,681,2,Petukangan Utara,Pesanggrahan,Kota Adm. Jakarta Selatan,31.74.10.1003,31.74.10,31.74,Sedang,68513.5408618997,1328.1642842125602
1121,680,681,2,Petukangan Selatan,Pesanggrahan,Kota Adm. Jakarta Selatan,31.74.10.1004,31.74.10,31.74,Sedang,132908.503642821,2195.68126360277
1122,681,682,2,Halim Perdana Kusuma,Makasar,Kota Adm. Jakarta Timur,31.75.08.1004,31.75.08,31.75,Sedang,10000.0000002741,400.000000005482
1123,682,683,3,Halim Perdana Kusuma,Makasar,Kota Adm. Jakarta Timur,31.75.08.1004,31.75.08,31.75,Berat,10000.0000016152,400.000000032304
1124,683,684,2,Pondok Kelapa,Duren Sawit,Kota Adm. Jakarta Timur,31.75.07.1004,31.75.07,31.75,Sedang,72952.8800419357,1322.43956947266
1125,684,685,3,Pela Mampang,Mampang Prapatan,Kota Adm. Jakarta Selatan,31.74.03.1003,31.74.03,31.74,Berat,6846.86206288163,377.29320988720303
1126,685,686,3,Pengadegan,Pancoran,Kota Adm. Jakarta Selatan,31.74.08.1005,31.74.08,31.74,Berat,1192.7145777027501,241.42311432295
1127,685,686,3,Cikoko,Pancoran,Kota Adm. Jakarta Selatan,31.74.08.1006,31.74.08,31.74,Berat,8807.28542055975,393.877925353276
1128,686,687,2,Halim Perdana Kusuma,Makasar,Kota Adm. Jakarta Timur,31.75.08.1004,31.75.08,31.75,Sedang,9999.99999960358,399.99999999207205
1129,687,688,2,Halim Perdana Kusuma,Makasar,Kota Adm. Jakarta Timur,31.75.08.1004,31.75.08,31.75,Sedang,6403.8085928133305,374.98004144378103
1130,688,689,3,Pondok Kelapa,Duren Sawit,Kota Adm. Jakarta Timur,31.75.07.1004,31.75.07,31.75,Berat,9999.99999960358,399.99999999207205
1131,689,690,2,Pengadegan,Pancoran,Kota Adm. Jakarta Selatan,31.74.08.1005,31.74.08,31.74,Sedang,19781.6041687153,721.574590090801
1132,689,690,2,Cikoko,Pancoran,Kota Adm. Jakarta Selatan,31.74.08.1006,31.74.08,31.74,Sedang,28999.2185834355,728.9953011660481
1133,690,691,2,Pondok Kelapa,Duren Sawit,Kota Adm. Jakarta Timur,31.75.07.1004,31.75.07,31.75,Sedang,38063.415363802706,914.686648871294
1134,691,692,2,Pancoran,Pancoran,Kota Adm. Jakarta Selatan,31.74.08.1001,31.74.08,31.74,Sedang,6403.8085941544,374.980041493751
1135,692,693,2,Pengadegan,Pancoran,Kota Adm. Jakarta Selatan,31.74.08.1005,31.74.08,31.74,Sedang,6846.80983407408,377.29187697303604
1136,693,694,1,Halim Perdana Kusuma,Makasar,Kota Adm. Jakarta Timur,31.75.08.1004,31.75.08,31.75,Ringan,30000.0000001518,723.6067977501921
1137,694,695,1,Halim Perdana Kusuma,Makasar,Kota Adm. Jakarta Timur,31.75.08.1004,31.75.08,31.75,Ringan,11621.7041025259,575.502271255416
1138,695,696,2,Pondok Kelapa,Duren Sawit,Kota Adm. Jakarta Timur,31.75.07.1004,31.75.07,31.75,Sedang,73406.98241950279,1156.7403009377801
1139,696,697,2,Pondok Kelapa,Duren Sawit,Kota Adm. Jakarta Timur,31.75.07.1004,31.75.07,31.75,Sedang,175820.72727579,1908.27713883224
1140,697,698,3,Petukangan Selatan,Pesanggrahan,Kota Adm. Jakarta Selatan,31.74.10.1004,31.74.10,31.74,Berat,121615.854752435,1417.9397193960801
1141,698,699,2,Kebayoran Lama Selatan,Kebayoran Lama,Kota Adm. Jakarta Selatan,31.74.05.1006,31.74.05,31.74,Sedang,6403.80859391326,374.98004147791
1142,699,700,3,Menteng Dalam,Tebet,Kota Adm. Jakarta Selatan,31.74.01.1003,31.74.01,31.74,Berat,414610.83153537504,4722.89180340713
1143,699,700,3,Karet Kuningan,Setiabudi,Kota Adm. Jakarta Selatan,31.74.02.1003,31.74.02,31.74,Berat,123280.675829446,2078.49410732357
1144,699,700,3,Menteng Atas,Setiabudi,Kota Adm. Jakarta Selatan,31.74.02.1005,31.74.02,31.74,Berat,148605.57151593,2527.22203434448
1145,699,700,3,Kuningan Timur,Setiabudi,Kota Adm. Jakarta Selatan,31.74.02.1008,31.74.02,31.74,Berat,528874.002732491,5675.41606105731
1146,699,700,3,Mampang Prapatan,Mampang Prapatan,Kota Adm. Jakarta Selatan,31.74.03.1001,31.74.03,31.74,Berat,126356.44317866101,1659.5056348381
1147,699,700,3,Tegal Parang,Mampang Prapatan,Kota Adm. Jakarta Selatan,31.74.03.1004,31.74.03,31.74,Berat,127401.253247155,1489.45387495355
1148,699,700,3,Pancoran,Pancoran,Kota Adm. Jakarta Selatan,31.74.08.1001,31.74.08,31.74,Berat,328973.147797741,3170.79162904676
1149,700,701,3,Halim Perdana Kusuma,Makasar,Kota Adm. Jakarta Timur,31.75.08.1004,31.75.08,31.75,Berat,9999.99999960358,399.99999999207205
1150,701,702,2,Cipinang Melayu,Makasar,Kota Adm. Jakarta Timur,31.75.08.1005,31.75.08,31.75,Sedang,13952.026367247501,543.312708622608
1151,702,703,3,Cipinang Melayu,Makasar,Kota Adm. Jakarta Timur,31.75.08.1005,31.75.08,31.75,Berat,20000.0000018893,600.000000021634
1152,703,704,2,Sukabumi Utara,Kebon Jeruk,Kota Adm. Jakarta Barat,31.73.05.1002,31.73.05,31.73,Sedang,1569.64848335035,235.70103665503603
1153,703,704,2,Kebayoran Lama Utara,Kebayoran Lama,Kota Adm. Jakarta Selatan,31.74.05.1001,31.74.05,31.74,Sedang,373780.33001104,4496.78023088957
1154,703,704,2,Cipulir,Kebayoran Lama,Kota Adm. Jakarta Selatan,31.74.05.1003,31.74.05,31.74,Sedang,3467.8003653550804,308.03025555167903
1155,703,704,2,Grogol Utara,Kebayoran Lama,Kota Adm. Jakarta Selatan,31.74.05.1004,31.74.05,31.74,Sedang,1206929.20853768,8759.089646687371
1156,703,704,2,Grogol Selatan,Kebayoran Lama,Kota Adm. Jakarta Selatan,31.74.05.1005,31.74.05,31.74,Sedang,853164.827314315,7950.660444511861
1157,703,704,2,Kebayoran Lama Selatan,Kebayoran Lama,Kota Adm. Jakarta Selatan,31.74.05.1006,31.74.05,31.74,Sedang,113228.071693927,1983.3754143406402
1158,704,705,2,Pengadegan,Pancoran,Kota Adm. Jakarta Selatan,31.74.08.1005,31.74.08,31.74,Sedang,20000.0000012188,600.000000008224
