OBJECTID,FID_BANJIR,ID,GRIDCODE,WADMKD,WADMKC,WADMKK,KDEPUM,KDCPUM,KDPKAB,KELAS,SHAPE.AREA,SHAPE.LEN
1,0,1,2,Kamal Muara,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1002,31.72.01,31.72,Sedang,29102.9100905156,698.342749760522
2,1,2,2,Kamal Muara,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1002,31.72.01,31.72,Sedang,6846.757596541311,377.290543894592
3,2,3,3,Pluit,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1005,31.72.01,31.72,Berat,65349.8568571418,1228.41607915044
4,3,4,3,Kalibaru,Cilincing,Kota Adm. Jakarta Utara,31.72.04.1004,31.72.04,31.72,Berat,6846.70535771778,377.289210885861
5,4,5,1,Kamal Muara,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1002,31.72.01,31.72,Ringan,20883.9766171966,665.617237151817
6,5,6,2,Pluit,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1005,31.72.01,31.72,Sedang,23193.4705766896,716.278314435076
7,6,7,2,Kamal Muara,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1002,31.72.01,31.72,Sedang,1711.86502795988,304.301539556441
8,6,7,2,Kamal,Kalideres,Kota Adm. Jakarta Barat,31.73.06.1004,31.73.06,31.73,Sedang,18929.881176675,716.472163090709
9,7,8,2,Penjaringan,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1001,31.72.01,31.72,Sedang,23125.6679108041,700.649853995243
10,8,9,3,Kalibaru,Cilincing,Kota Adm. Jakarta Utara,31.72.04.1004,31.72.04,31.72,Berat,9999.99999960358,399.99999999207205
11,9,10,2,Kalibaru,Cilincing,Kota Adm. Jakarta Utara,31.72.04.1004,31.72.04,31.72,Sedang,6368.079735817741,361.91028110159704
12,10,11,3,Kapuk Muara,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1003,31.72.01,31.72,Berat,6403.80859434266,374.980041487054
13,11,12,2,Marunda,Cilincing,Kota Adm. Jakarta Utara,31.72.04.1003,31.72.04,31.72,Sedang,13498.5382114606,567.373926139988
14,12,13,3,Koja,Koja,Kota Adm. Jakarta Utara,31.72.03.1001,31.72.03,31.72,Berat,6403.8085928133305,374.98004144378103
15,13,14,3,Kalibaru,Cilincing,Kota Adm. Jakarta Utara,31.72.04.1004,31.72.04,31.72,Berat,12803.5188507442,496.26939545854407
16,14,15,3,Kamal Muara,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1002,31.72.01,31.72,Berat,29715.4181813156,786.695284482681
17,15,16,1,Kapuk Muara,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1003,31.72.01,31.72,Ringan,28190.5029568885,853.338833657643
18,15,16,1,Pluit,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1005,31.72.01,31.72,Ringan,1091.1642728107001,218.558232144316
19,16,17,3,Kapuk Muara,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1003,31.72.01,31.72,Berat,1235.8082647641302,218.34824655158602
20,16,17,3,Pluit,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1005,31.72.01,31.72,Berat,8764.19173618052,377.360713381091
21,17,18,3,Kamal Muara,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1002,31.72.01,31.72,Berat,26869.312039681503,747.6038359715471
22,18,19,1,Kamal Muara,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1002,31.72.01,31.72,Ringan,22928.7270929836,661.1243636785911
23,18,19,1,Kapuk Muara,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1003,31.72.01,31.72,Ringan,22225.069085363302,626.6851045171641
24,19,20,2,Pluit,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1005,31.72.01,31.72,Sedang,35679.4754072206,896.3829299100281
25,20,21,3,Pluit,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1005,31.72.01,31.72,Berat,9999.99999960358,399.99999999207205
26,21,22,2,Kamal,Kalideres,Kota Adm. Jakarta Barat,31.73.06.1004,31.73.06,31.73,Sedang,6846.7575959533,377.290543878055
27,22,23,2,Pluit,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1005,31.72.01,31.72,Sedang,6403.80859348386,374.98004146876605
28,23,24,1,Kapuk Muara,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1003,31.72.01,31.72,Ringan,30000.0000014929,723.606797763603
29,24,25,3,Pluit,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1005,31.72.01,31.72,Berat,13352.3398173885,563.232828149777
30,25,26,3,Ancol,Pademangan,Kota Adm. Jakarta Utara,31.72.05.1003,31.72.05,31.72,Berat,5066.72996391594,291.74518036929004
31,26,27,3,Kalibaru,Cilincing,Kota Adm. Jakarta Utara,31.72.04.1004,31.72.04,31.72,Berat,6869.151855015531,351.28325601078404
32,27,28,2,Kapuk Muara,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1003,31.72.01,31.72,Sedang,23482.9711917116,717.0818036073911
33,28,29,3,Pluit,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1005,31.72.01,31.72,Berat,7580.19116620677,365.48020180708704
34,29,30,2,Ancol,Pademangan,Kota Adm. Jakarta Utara,31.72.05.1003,31.72.05,31.72,Sedang,7472.0167335468905,354.96862757990505
35,30,31,2,Kapuk Muara,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1003,31.72.01,31.72,Sedang,6846.7575962473,377.290543886323
36,31,32,1,Kapuk Muara,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1003,31.72.01,31.72,Ringan,10000.0000009447,400.000000018893
37,32,33,2,Kapuk Muara,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1003,31.72.01,31.72,Sedang,97428.4615315833,1648.03719024233
38,32,33,2,Pluit,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1005,31.72.01,31.72,Sedang,7493.413467412691,518.7475741870061
39,33,34,2,Koja,Koja,Kota Adm. Jakarta Utara,31.72.03.1001,31.72.03,31.72,Sedang,694688.278334775,6271.26128192656
40,34,35,2,Koja,Koja,Kota Adm. Jakarta Utara,31.72.03.1001,31.72.03,31.72,Sedang,6403.80859324272,374.98004145292504
41,35,36,1,Kalibaru,Cilincing,Kota Adm. Jakarta Utara,31.72.04.1004,31.72.04,31.72,Ringan,13498.5382106092,567.3739261147481
42,36,37,3,Kamal Muara,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1002,31.72.01,31.72,Berat,122433.475183162,1499.6435772159202
43,37,38,3,Pluit,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1005,31.72.01,31.72,Berat,6443.93176501591,361.11023596297804
44,38,39,2,Penjaringan,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1001,31.72.01,31.72,Sedang,97923.9153867483,1499.32669918599
45,39,40,2,Ancol,Pademangan,Kota Adm. Jakarta Utara,31.72.05.1003,31.72.05,31.72,Sedang,20000.0000018893,600.000000021634
46,40,41,1,Kapuk Muara,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1003,31.72.01,31.72,Ringan,19999.999999877702,600.000000008224
47,41,42,3,Ancol,Pademangan,Kota Adm. Jakarta Utara,31.72.05.1003,31.72.05,31.72,Berat,18208.5608085388,567.165317698469
48,42,43,2,Tegal Alur,Kalideres,Kota Adm. Jakarta Barat,31.73.06.1003,31.73.06,31.73,Sedang,156726.476351602,1967.9666614802202
49,42,43,2,Kamal,Kalideres,Kota Adm. Jakarta Barat,31.73.06.1004,31.73.06,31.73,Sedang,503604.424813023,2721.8378110872204
50,43,44,2,Kamal Muara,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1002,31.72.01,31.72,Sedang,13498.476361987601,567.372388641644
51,44,45,3,Kamal Muara,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1002,31.72.01,31.72,Berat,26562.5000015453,697.679830115912
52,45,46,3,Kapuk Muara,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1003,31.72.01,31.72,Berat,40563.477562162,1439.84047531795
53,45,46,3,Pluit,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1005,31.72.01,31.72,Berat,89018.43161934751,2070.1781717642903
54,46,47,3,Ancol,Pademangan,Kota Adm. Jakarta Utara,31.72.05.1003,31.72.05,31.72,Berat,6198.44635985532,346.00061182997405
55,47,48,2,Tanjung Priok,Tanjung Priok,Kota Adm. Jakarta Utara,31.72.02.1001,31.72.02,31.72,Sedang,383781.065856996,4071.4560087868404
56,47,48,2,Koja,Koja,Kota Adm. Jakarta Utara,31.72.03.1001,31.72.03,31.72,Sedang,6025.503914067711,347.254379804865
57,48,49,2,Tanjung Priok,Tanjung Priok,Kota Adm. Jakarta Utara,31.72.02.1001,31.72.02,31.72,Sedang,9999.99999893304,399.99999997866104
58,49,50,2,Marunda,Cilincing,Kota Adm. Jakarta Utara,31.72.04.1003,31.72.04,31.72,Sedang,411846.837588192,3246.2254975878204
59,50,51,2,Tegal Alur,Kalideres,Kota Adm. Jakarta Barat,31.73.06.1003,31.73.06,31.73,Sedang,360.10660567286004,142.361839678615
60,50,51,2,Kamal,Kalideres,Kota Adm. Jakarta Barat,31.73.06.1004,31.73.06,31.73,Sedang,47020.810543301,977.7246718054311
61,51,52,2,Tegal Alur,Kalideres,Kota Adm. Jakarta Barat,31.73.06.1003,31.73.06,31.73,Sedang,9999.99999826251,399.99999996525
62,52,53,3,Kamal Muara,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1002,31.72.01,31.72,Berat,1708819.73577354,7068.60885335525
63,52,53,3,Tegal Alur,Kalideres,Kota Adm. Jakarta Barat,31.73.06.1003,31.73.06,31.73,Berat,458119.202302919,3234.32744762548
64,52,53,3,Kamal,Kalideres,Kota Adm. Jakarta Barat,31.73.06.1004,31.73.06,31.73,Berat,182531.83111855603,2681.7303586626904
65,53,54,3,Kamal Muara,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1002,31.72.01,31.72,Berat,6846.75759706485,377.290543908718
66,54,55,2,Pluit,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1005,31.72.01,31.72,Sedang,148882.378935344,1727.49897688918
67,55,56,2,Ancol,Pademangan,Kota Adm. Jakarta Utara,31.72.05.1003,31.72.05,31.72,Sedang,6502.98664006082,349.14010442651403
68,56,57,2,Koja,Koja,Kota Adm. Jakarta Utara,31.72.03.1001,31.72.03,31.72,Sedang,20641.243437037403,758.6931685943381
69,57,58,3,Lagoa,Koja,Kota Adm. Jakarta Utara,31.72.03.1003,31.72.03,31.72,Berat,6846.705358011781,377.28921089413
70,58,59,2,Kalibaru,Cilincing,Kota Adm. Jakarta Utara,31.72.04.1004,31.72.04,31.72,Sedang,23961.623166794798,634.2610557405841
71,58,59,2,Cilincing,Cilincing,Kota Adm. Jakarta Utara,31.72.04.1001,31.72.04,31.72,Sedang,1116158.96651647,6817.7175260562
72,58,59,2,Marunda,Cilincing,Kota Adm. Jakarta Utara,31.72.04.1003,31.72.04,31.72,Sedang,24882.595372901702,1306.4818762142
73,59,60,2,Marunda,Cilincing,Kota Adm. Jakarta Utara,31.72.04.1003,31.72.04,31.72,Sedang,6846.70535882932,377.289210916524
74,60,61,2,Kamal Muara,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1002,31.72.01,31.72,Sedang,6846.7575962473,377.290543886323
75,61,62,2,Kamal Muara,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1002,31.72.01,31.72,Sedang,535741.108035542,3592.6832358229303
76,62,63,2,Kapuk Muara,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1003,31.72.01,31.72,Sedang,11621.704100632101,575.5022712260741
77,63,64,3,Ancol,Pademangan,Kota Adm. Jakarta Utara,31.72.05.1003,31.72.05,31.72,Berat,6846.7053583057705,377.289210902398
78,64,65,3,Koja,Koja,Kota Adm. Jakarta Utara,31.72.03.1001,31.72.03,31.72,Berat,6846.705359123321,377.289210924792
79,65,66,2,Kamal,Kalideres,Kota Adm. Jakarta Barat,31.73.06.1004,31.73.06,31.73,Sedang,65848.3425188144,1140.86318230044
80,66,67,1,Kamal Muara,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1002,31.72.01,31.72,Ringan,6846.7575957237605,377.290543872197
81,67,68,2,Kamal Muara,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1002,31.72.01,31.72,Sedang,9999.99999960358,399.99999999207205
82,68,69,2,Kamal Muara,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1002,31.72.01,31.72,Sedang,9999.99999960358,399.99999999207205
83,69,70,2,Kapuk Muara,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1003,31.72.01,31.72,Sedang,381500.211499998,3607.96357641474
84,70,71,3,Kapuk Muara,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1003,31.72.01,31.72,Berat,166063.537593618,2358.36112507516
85,71,72,2,Kapuk Muara,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1003,31.72.01,31.72,Sedang,26562.5000019906,697.679830125644
86,72,73,1,Kapuk Muara,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1003,31.72.01,31.72,Ringan,16715.3930678518,776.052501364199
87,73,74,3,Ancol,Pademangan,Kota Adm. Jakarta Utara,31.72.05.1003,31.72.05,31.72,Berat,6178.32821787929,360.64676603313
88,74,75,3,Lagoa,Koja,Kota Adm. Jakarta Utara,31.72.03.1003,31.72.03,31.72,Berat,23167.4173293956,706.401755232956
89,75,76,3,Kapuk Muara,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1003,31.72.01,31.72,Berat,11621.704101302601,575.502271252295
90,76,77,3,Tanjung Priok,Tanjung Priok,Kota Adm. Jakarta Utara,31.72.02.1001,31.72.02,31.72,Berat,74546.63680449511,1714.56354222767
91,77,78,3,Kebon Bawang,Tanjung Priok,Kota Adm. Jakarta Utara,31.72.02.1005,31.72.02,31.72,Berat,10000.0000002741,400.000000005482
92,78,79,3,Semper Timur,Cilincing,Kota Adm. Jakarta Utara,31.72.04.1005,31.72.04,31.72,Berat,81760.6578442039,1464.98212464807
93,78,79,3,Semper Barat,Cilincing,Kota Adm. Jakarta Utara,31.72.04.1007,31.72.04,31.72,Berat,143286.63732849,1510.5503380366301
94,79,80,3,Semper Timur,Cilincing,Kota Adm. Jakarta Utara,31.72.04.1005,31.72.04,31.72,Berat,6403.80859467793,374.980041499546
95,80,81,3,Semper Timur,Cilincing,Kota Adm. Jakarta Utara,31.72.04.1005,31.72.04,31.72,Berat,26562.5000019906,697.679830125644
96,81,82,3,Tegal Alur,Kalideres,Kota Adm. Jakarta Barat,31.73.06.1003,31.73.06,31.73,Berat,13653.971291335201,565.884835741734
97,82,83,2,Pluit,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1005,31.72.01,31.72,Sedang,6403.80859305446,374.98004145962204
98,83,84,2,Penjaringan,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1001,31.72.01,31.72,Sedang,26562.5000004295,697.679830103223
99,84,85,2,Marunda,Cilincing,Kota Adm. Jakarta Utara,31.72.04.1003,31.72.04,31.72,Sedang,56264.657265696,1200.3722782687
100,85,86,2,Kamal,Kalideres,Kota Adm. Jakarta Barat,31.73.06.1004,31.73.06,31.73,Sedang,6297.364149102391,337.08849210849803
101,86,87,2,Kamal Muara,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1002,31.72.01,31.72,Sedang,48910.5639104199,884.4693076323161
102,86,87,2,Tegal Alur,Kalideres,Kota Adm. Jakarta Barat,31.73.06.1003,31.73.06,31.73,Sedang,3843.5422686588904,301.451750660434
103,87,88,2,Kamal Muara,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1002,31.72.01,31.72,Sedang,1989860.64392771,12280.9978329305
104,88,89,2,Kamal Muara,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1002,31.72.01,31.72,Sedang,84542.8466828075,1581.21872962069
105,89,90,1,Kapuk Muara,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1003,31.72.01,31.72,Ringan,16403.8085946168,574.980041476384
106,90,91,2,Kapuk Muara,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1003,31.72.01,31.72,Sedang,8523.548334391311,394.28977062569203
107,90,91,2,Pluit,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1005,31.72.01,31.72,Sedang,1476.4516658828102,209.98815394471
108,91,92,3,Kebon Bawang,Tanjung Priok,Kota Adm. Jakarta Utara,31.72.02.1005,31.72.02,31.72,Berat,6846.705359008541,377.289210921863
109,92,93,3,Semper Barat,Cilincing,Kota Adm. Jakarta Utara,31.72.04.1007,31.72.04,31.72,Berat,6846.70535859977,377.289210910666
110,93,94,3,Cilincing,Cilincing,Kota Adm. Jakarta Utara,31.72.04.1001,31.72.04,31.72,Berat,6403.80859434266,374.980041487054
111,94,95,2,Kamal,Kalideres,Kota Adm. Jakarta Barat,31.73.06.1004,31.73.06,31.73,Sedang,6846.7575962473,377.290543886323
112,95,96,2,Kamal Muara,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1002,31.72.01,31.72,Sedang,6846.7575962473,377.290543886323
113,96,97,2,Kapuk Muara,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1003,31.72.01,31.72,Sedang,13533.045366661501,564.270711480348
114,96,97,2,Pluit,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1005,31.72.01,31.72,Sedang,6466.95463254562,449.357551163047
115,97,98,2,Pluit,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1005,31.72.01,31.72,Sedang,21896.057128919598,610.808442492035
116,98,99,1,Pluit,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1005,31.72.01,31.72,Ringan,6846.75759706485,377.290543908718
117,99,100,2,Tanjung Priok,Tanjung Priok,Kota Adm. Jakarta Utara,31.72.02.1001,31.72.02,31.72,Sedang,63701.763932129805,1080.91646506879
118,100,101,3,Tanjung Priok,Tanjung Priok,Kota Adm. Jakarta Utara,31.72.02.1001,31.72.02,31.72,Berat,9999.99999893304,399.99999997866104
119,101,102,2,Tanjung Priok,Tanjung Priok,Kota Adm. Jakarta Utara,31.72.02.1001,31.72.02,31.72,Sedang,123390.834318083,1672.94064195661
120,102,103,3,Semper Barat,Cilincing,Kota Adm. Jakarta Utara,31.72.04.1007,31.72.04,31.72,Berat,19999.9999992072,599.999999994813
121,103,104,2,Semper Timur,Cilincing,Kota Adm. Jakarta Utara,31.72.04.1005,31.72.04,31.72,Sedang,137.06776281772702,55.754760267042
122,103,104,2,Cilincing,Cilincing,Kota Adm. Jakarta Utara,31.72.04.1001,31.72.04,31.72,Sedang,6266.7408312704,349.790996790515
123,104,105,2,Kapuk Muara,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1003,31.72.01,31.72,Sedang,104393.310547963,1793.9497633769001
124,105,106,3,Kapuk Muara,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1003,31.72.01,31.72,Berat,19550.5049929302,583.0343150676421
125,105,106,3,Pluit,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1005,31.72.01,31.72,Berat,449.495007618034,109.24823575180501
126,106,107,3,Tanjung Priok,Tanjung Priok,Kota Adm. Jakarta Utara,31.72.02.1001,31.72.02,31.72,Berat,10000.0000009447,400.000000018893
127,107,108,2,Tanjung Priok,Tanjung Priok,Kota Adm. Jakarta Utara,31.72.02.1001,31.72.02,31.72,Sedang,9999.99999960358,399.99999999207205
128,108,109,3,Sungai Bambu,Tanjung Priok,Kota Adm. Jakarta Utara,31.72.02.1004,31.72.02,31.72,Berat,6403.80859391326,374.98004147791
129,109,110,2,Rawa Badak Utara,Koja,Kota Adm. Jakarta Utara,31.72.03.1004,31.72.03,31.72,Sedang,6403.8085945838,374.980041502895
130,110,111,3,Rawa Badak Utara,Koja,Kota Adm. Jakarta Utara,31.72.03.1004,31.72.03,31.72,Berat,9999.99999960358,399.99999999207205
131,111,112,2,Kamal Muara,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1002,31.72.01,31.72,Sedang,6846.75759683531,377.29054390286
132,112,113,2,Kapuk Muara,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1003,31.72.01,31.72,Sedang,10000.0000002741,400.000000005482
133,113,114,1,Pluit,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1005,31.72.01,31.72,Ringan,13498.476362848201,567.372388655729
134,114,115,2,Ancol,Pademangan,Kota Adm. Jakarta Utara,31.72.05.1003,31.72.05,31.72,Sedang,11621.7041016379,575.502271265406
135,115,116,2,Tanjung Priok,Tanjung Priok,Kota Adm. Jakarta Utara,31.72.02.1001,31.72.02,31.72,Sedang,30000.0000014929,800.000000024375
136,116,117,2,Tanjung Priok,Tanjung Priok,Kota Adm. Jakarta Utara,31.72.02.1001,31.72.02,31.72,Sedang,6846.705359123321,377.289210924792
137,117,118,3,Sungai Bambu,Tanjung Priok,Kota Adm. Jakarta Utara,31.72.02.1004,31.72.02,31.72,Berat,22667.5003405141,669.14950048116
138,117,118,3,Kebon Bawang,Tanjung Priok,Kota Adm. Jakarta Utara,31.72.02.1005,31.72.02,31.72,Berat,499.916987977807,102.91640526525102
139,118,119,2,Rawa Badak Utara,Koja,Kota Adm. Jakarta Utara,31.72.03.1004,31.72.03,31.72,Sedang,10000.0000002741,400.000000005482
140,119,120,3,Rawa Badak Utara,Koja,Kota Adm. Jakarta Utara,31.72.03.1004,31.72.03,31.72,Berat,10000.0000002741,400.000000005482
141,120,121,3,Semper Barat,Cilincing,Kota Adm. Jakarta Utara,31.72.04.1007,31.72.04,31.72,Berat,6846.705358893761,377.289210918935
142,121,122,3,Tegal Alur,Kalideres,Kota Adm. Jakarta Barat,31.73.06.1003,31.73.06,31.73,Berat,6846.757596182851,377.290543883913
143,122,123,3,Kapuk Muara,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1003,31.72.01,31.72,Berat,9999.99999826251,399.99999996525
144,123,124,3,Ancol,Pademangan,Kota Adm. Jakarta Utara,31.72.05.1003,31.72.05,31.72,Berat,9999.99999826251,399.99999996525
145,124,125,3,Kebon Bawang,Tanjung Priok,Kota Adm. Jakarta Utara,31.72.02.1005,31.72.02,31.72,Berat,6846.705357897,377.289210891201
146,125,126,2,Rawa Badak Utara,Koja,Kota Adm. Jakarta Utara,31.72.03.1004,31.72.03,31.72,Sedang,6403.8085928133305,374.98004144378103
147,126,127,3,Kapuk Muara,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1003,31.72.01,31.72,Berat,6403.80859434266,374.980041487054
148,127,128,3,Kapuk Muara,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1003,31.72.01,31.72,Berat,20999.3061101005,719.338133642787
149,127,128,3,Pluit,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1005,31.72.01,31.72,Berat,20719.4438901867,851.2951448825121
150,128,129,2,Tanjung Priok,Tanjung Priok,Kota Adm. Jakarta Utara,31.72.02.1001,31.72.02,31.72,Sedang,6403.80859434266,374.980041487054
151,129,130,3,Kebon Bawang,Tanjung Priok,Kota Adm. Jakarta Utara,31.72.02.1005,31.72.02,31.72,Berat,6846.705359008541,377.289210921863
152,130,131,3,Kebon Bawang,Tanjung Priok,Kota Adm. Jakarta Utara,31.72.02.1005,31.72.02,31.72,Berat,6846.705358484991,377.289210907738
153,131,132,3,Kamal,Kalideres,Kota Adm. Jakarta Barat,31.73.06.1004,31.73.06,31.73,Berat,6846.75759706485,377.290543908718
154,132,133,2,Kapuk Muara,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1003,31.72.01,31.72,Sedang,19999.9999992072,599.999999994813
155,133,134,2,Penjaringan,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1001,31.72.01,31.72,Sedang,103139.395694372,1374.96483572936
156,134,135,2,Ancol,Pademangan,Kota Adm. Jakarta Utara,31.72.05.1003,31.72.05,31.72,Sedang,3970.4431709027804,300.09865018310205
157,135,136,3,Ancol,Pademangan,Kota Adm. Jakarta Utara,31.72.05.1003,31.72.05,31.72,Berat,6395.46687256106,368.736390436076
158,136,137,3,Ancol,Pademangan,Kota Adm. Jakarta Utara,31.72.05.1003,31.72.05,31.72,Berat,13498.476362259402,567.3723886484
159,137,138,2,Tanjung Priok,Tanjung Priok,Kota Adm. Jakarta Utara,31.72.02.1001,31.72.02,31.72,Sedang,6403.80859314859,374.980041456273
160,138,139,3,Tugu Utara,Koja,Kota Adm. Jakarta Utara,31.72.03.1002,31.72.03,31.72,Berat,6846.705358126561,377.289210897058
161,139,140,2,Kamal Muara,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1002,31.72.01,31.72,Sedang,300975.438021112,3127.66448535
162,140,141,3,Kapuk Muara,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1003,31.72.01,31.72,Berat,6403.80859434266,374.980041487054
163,141,142,3,Warakas,Tanjung Priok,Kota Adm. Jakarta Utara,31.72.02.1007,31.72.02,31.72,Berat,6403.80859348386,374.98004146876605
164,142,143,3,Kebon Bawang,Tanjung Priok,Kota Adm. Jakarta Utara,31.72.02.1005,31.72.02,31.72,Berat,6403.80859434266,374.980041487054
165,143,144,3,Tegal Alur,Kalideres,Kota Adm. Jakarta Barat,31.73.06.1003,31.73.06,31.73,Berat,10000.0000016152,400.000000032304
166,144,145,1,Pluit,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1005,31.72.01,31.72,Ringan,92868.5378292466,1437.76349877827
167,145,146,1,Penjaringan,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1001,31.72.01,31.72,Ringan,37.902124219475006,34.013617786367796
168,145,146,1,Pluit,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1005,31.72.01,31.72,Ringan,438381.77526837,3040.32519147522
169,146,147,2,Warakas,Tanjung Priok,Kota Adm. Jakarta Utara,31.72.02.1007,31.72.02,31.72,Sedang,6846.70535771778,377.289210885861
170,147,148,3,Kebon Bawang,Tanjung Priok,Kota Adm. Jakarta Utara,31.72.02.1005,31.72.02,31.72,Berat,6846.7053583057705,377.289210902398
171,148,149,3,Tugu Utara,Koja,Kota Adm. Jakarta Utara,31.72.03.1002,31.72.03,31.72,Berat,6846.705358535331,377.289210908255
172,149,150,3,Semper Barat,Cilincing,Kota Adm. Jakarta Utara,31.72.04.1007,31.72.04,31.72,Berat,23167.4173280282,706.401755208389
173,150,151,3,Semper Barat,Cilincing,Kota Adm. Jakarta Utara,31.72.04.1007,31.72.04,31.72,Berat,6846.705358893761,377.289210918935
174,151,152,2,Cilincing,Cilincing,Kota Adm. Jakarta Utara,31.72.04.1001,31.72.04,31.72,Sedang,6846.705359711311,377.289210941329
175,152,153,3,Tegal Alur,Kalideres,Kota Adm. Jakarta Barat,31.73.06.1003,31.73.06,31.73,Berat,0.018314595922936598,0.729585612456331
176,152,153,3,Kamal,Kalideres,Kota Adm. Jakarta Barat,31.73.06.1004,31.73.06,31.73,Berat,18.563677501406,31.8148733736029
177,152,153,3,Pegadungan,Kalideres,Kota Adm. Jakarta Barat,31.73.06.1005,31.73.06,31.73,Berat,13635.4130491912,559.092919774334
178,153,154,2,Kapuk Muara,Penjaringan,Kota Adm. Jakarta Utara,31.72.01.1003,31.72.01,31.72,Sedang,76126.0039007727,1203.31338998632
179,154,155,3,Ancol,Pademangan,Kota Adm. Jakarta Utara,31.72.05.1003,31.72.05,31.72,Berat,9999.99999960358,399.99999999207205
180,155,156,2,Ancol,Pademangan,Kota Adm. Jakarta Utara,31.72.05.1003,31.72.05,31.72,Sedang,114629.728756344,1638.63667532245
181,156,157,2,Tanjung Priok,Tanjung Priok,Kota Adm. Jakarta Utara,31.72.02.1001,31.72.02,31.72,Sedang,114742.831557321,1760.79917478547
