OBJECTID,FID_BANJIR,ID,GRIDCODE,kelurahan,kecamatan,kota_administrasi,kode_kelurahan,kode_kecamatan,kode_kota,risk_class,shape_area,shape_len,city,baseline_score
597,450,451,2,CEMPAKA BARU,KEMAYORAN,KOTA ADM. JAKARTA PUSAT,31.71.03.1006,31.71.03,31.71,SEDANG,441021.206627812,5682.14627280772,JAKARTA PUSAT,0.6
598,450,451,2,SUMUR BATU,KEMAYORAN,KOTA ADM. JAKARTA PUSAT,31.71.03.1007,31.71.03,31.71,SEDANG,651818.060611421,4799.474743240481,JAKARTA PUSAT,0.6
599,450,451,2,GAMBIR,GAMBIR,KOTA ADM. JAKARTA PUSAT,31.71.01.1001,31.71.01,31.71,SEDANG,1097225.01242799,9601.44493348701,JAKARTA PUSAT,0.6
600,450,451,2,CIDENG,GAMBIR,KOTA ADM. JAKARTA PUSAT,31.71.01.1002,31.71.01,31.71,SEDANG,742282.647672241,4231.6401564076,JAKARTA PUSAT,0.6
601,450,451,2,PETOJO UTARA,GAMBIR,KOTA ADM. JAKARTA PUSAT,31.71.01.1003,31.71.01,31.71,SEDANG,968590.923617618,6610.1718078657705,JAKARTA PUSAT,0.6
602,450,451,2,PETOJO SELATAN,GAMBIR,KOTA ADM. JAKARTA PUSAT,31.71.01.1004,31.71.01,31.71,SEDANG,273724.598878019,3836.38739730444,JAKARTA PUSAT,0.6
603,450,451,2,KEBON KELAPA,GAMBIR,KOTA ADM. JAKARTA PUSAT,31.71.01.1005,31.71.01,31.71,SEDANG,602597.280164856,5415.75434685323,JAKARTA PUSAT,0.6
604,450,451,2,DURI PULO,GAMBIR,KOTA ADM. JAKARTA PUSAT,31.71.01.1006,31.71.01,31.71,SEDANG,195010.90893923,3278.5543120565303,JAKARTA PUSAT,0.6
605,450,451,2,PASAR BARU,SAWAH BESAR,KOTA ADM. JAKARTA PUSAT,31.71.02.1001,31.71.02,31.71,SEDANG,1386292.62713474,10814.7455007857,JAKARTA PUSAT,0.6
606,450,451,2,KARANG ANYAR,SAWAH BESAR,KOTA ADM. JAKARTA PUSAT,31.71.02.1002,31.71.02,31.71,SEDANG,503027.161834696,3382.47847345665,JAKARTA PUSAT,0.6
607,450,451,2,KARTINI,SAWAH BESAR,KOTA ADM. JAKARTA PUSAT,31.71.02.1003,31.71.02,31.71,SEDANG,525503.6952584031,3321.5737503364503,JAKARTA PUSAT,0.6
608,450,451,2,GUNUNG SAHARI UTARA,SAWAH BESAR,KOTA ADM. JAKARTA PUSAT,31.71.02.1004,31.71.02,31.71,SEDANG,300115.50011226,3375.05043138504,JAKARTA PUSAT,0.6
609,450,451,2,MANGGA DUA SELATAN,SAWAH BESAR,KOTA ADM. JAKARTA PUSAT,31.71.02.1005,31.71.02,31.71,SEDANG,666573.547841071,6863.07281953831,JAKARTA PUSAT,0.6
610,450,451,2,KEMAYORAN,KEMAYORAN,KOTA ADM. JAKARTA PUSAT,31.71.03.1001,31.71.03,31.71,SEDANG,264934.77300766704,3791.97749879305,JAKARTA PUSAT,0.6
611,450,451,2,KEBON KOSONG,KEMAYORAN,KOTA ADM. JAKARTA PUSAT,31.71.03.1002,31.71.03,31.71,SEDANG,35075.1392398576,1230.7295357361,JAKARTA PUSAT,0.6
612,450,451,2,HARAPAN MULIA,KEMAYORAN,KOTA ADM. JAKARTA PUSAT,31.71.03.1003,31.71.03,31.71,SEDANG,329259.115903307,3820.0955408073305,JAKARTA PUSAT,0.6
613,450,451,2,SERDANG,KEMAYORAN,KOTA ADM. JAKARTA PUSAT,31.71.03.1004,31.71.03,31.71,SEDANG,107431.390018131,1644.9532520188202,JAKARTA PUSAT,0.6
614,450,451,2,GALUR,JOHAR BARU,KOTA ADM. JAKARTA PUSAT,31.71.08.1003,31.71.08,31.71,SEDANG,250906.799887775,2228.4848905436,JAKARTA PUSAT,0.6
615,450,451,2,TANAH TINGGI,JOHAR BARU,KOTA ADM. JAKARTA PUSAT,31.71.08.1004,31.71.08,31.71,SEDANG,6115.766688667601,1000.39022558752,JAKARTA PUSAT,0.6
616,450,451,2,PENJARINGAN,PENJARINGAN,KOTA ADM. JAKARTA UTARA,31.72.01.1001,31.72.01,31.72,SEDANG,1300177.44369892,6754.491735813581,JAKARTA UTARA,0.6
617,450,451,2,PEJAGALAN,PENJARINGAN,KOTA ADM. JAKARTA UTARA,31.72.01.1004,31.72.01,31.72,SEDANG,259741.705881774,3299.1912933984604,JAKARTA UTARA,0.6
618,450,451,2,PLUIT,PENJARINGAN,KOTA ADM. JAKARTA UTARA,31.72.01.1005,31.72.01,31.72,SEDANG,1706560.48544504,12351.0459048265,JAKARTA UTARA,0.6
619,450,451,2,UTAN PANJANG,KEMAYORAN,KOTA ADM. JAKARTA PUSAT,31.71.03.1008,31.71.03,31.71,SEDANG,286679.515576059,3222.78172131122,JAKARTA PUSAT,0.6
620,450,451,2,SENEN,SENEN,KOTA ADM. JAKARTA PUSAT,31.71.04.1001,31.71.04,31.71,SEDANG,690614.87028776,5601.6999731307205,JAKARTA PUSAT,0.6
621,450,451,2,KENARI,SENEN,KOTA ADM. JAKARTA PUSAT,31.71.04.1002,31.71.04,31.71,SEDANG,290322.28563132905,2558.4237519538,JAKARTA PUSAT,0.6
622,450,451,2,PASEBAN,SENEN,KOTA ADM. JAKARTA PUSAT,31.71.04.1003,31.71.04,31.71,SEDANG,476098.695091928,2997.74621222242,JAKARTA PUSAT,0.6
623,450,451,2,KRAMAT,SENEN,KOTA ADM. JAKARTA PUSAT,31.71.04.1004,31.71.04,31.71,SEDANG,357485.34534184204,4323.76838659291,JAKARTA PUSAT,0.6
624,450,451,2,KWITANG,SENEN,KOTA ADM. JAKARTA PUSAT,31.71.04.1005,31.71.04,31.71,SEDANG,273798.12344090897,2463.04729934634,JAKARTA PUSAT,0.6
625,450,451,2,BUNGUR,SENEN,KOTA ADM. JAKARTA PUSAT,31.71.04.1006,31.71.04,31.71,SEDANG,44.4207800476943,33.0577623145143,JAKARTA PUSAT,0.6
626,450,451,2,CEMPAKA PUTIH TIMUR,CEMPAKA PUTIH,KOTA ADM. JAKARTA PUSAT,31.71.05.1001,31.71.05,31.71,SEDANG,1517585.55540798,7007.430145892091,JAKARTA PUSAT,0.6
627,450,451,2,CEMPAKA PUTIH BARAT,CEMPAKA PUTIH,KOTA ADM. JAKARTA PUSAT,31.71.05.1002,31.71.05,31.71,SEDANG,991361.183588124,9020.72385160777,JAKARTA PUSAT,0.6
628,450,451,2,RAWASARI,CEMPAKA PUTIH,KOTA ADM. JAKARTA PUSAT,31.71.05.1003,31.71.05,31.71,SEDANG,852818.484645185,4849.384200989551,JAKARTA PUSAT,0.6
629,450,451,2,KEBON SIRIH,MENTENG,KOTA ADM. JAKARTA PUSAT,31.71.06.1005,31.71.06,31.71,SEDANG,8022.55953723,466.329516952806,JAKARTA PUSAT,0.6
630,450,451,2,JOHAR BARU,JOHAR BARU,KOTA ADM. JAKARTA PUSAT,31.71.08.1001,31.71.08,31.71,SEDANG,925974.743645968,5664.3195605148,JAKARTA PUSAT,0.6
631,450,451,2,KAMPUNG RAWA,JOHAR BARU,KOTA ADM. JAKARTA PUSAT,31.71.08.1002,31.71.08,31.71,SEDANG,302518.33960095,2946.25775368306,JAKARTA PUSAT,0.6
632,450,451,2,PADEMANGAN BARAT,PADEMANGAN,KOTA ADM. JAKARTA UTARA,31.72.05.1002,31.72.05,31.72,SEDANG,648955.594924205,5366.65417410267,JAKARTA UTARA,0.6
633,450,451,2,ANCOL,PADEMANGAN,KOTA ADM. JAKARTA UTARA,31.72.05.1003,31.72.05,31.72,SEDANG,204203.99141872895,3653.24915424048,JAKARTA UTARA,0.6
634,450,451,2,SUNTER JAYA,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,31.72.02.1002,31.72.02,31.72,SEDANG,54394.201823216,1499.05707125842,JAKARTA UTARA,0.6
635,450,451,2,TAMAN SARI,TAMAN SARI,KOTA ADM. JAKARTA BARAT,31.73.03.1001,31.73.03,31.73,SEDANG,255473.043096794,3479.92187589396,JAKARTA BARAT,0.6
636,450,451,2,KRUKUT,TAMAN SARI,KOTA ADM. JAKARTA BARAT,31.73.03.1002,31.73.03,31.73,SEDANG,48056.8133429724,1007.2706198843,JAKARTA BARAT,0.6
637,450,451,2,MAPHAR,TAMAN SARI,KOTA ADM. JAKARTA BARAT,31.73.03.1003,31.73.03,31.73,SEDANG,41099.358654106,1241.3028379369505,JAKARTA BARAT,0.6
638,450,451,2,TANGKI,TAMAN SARI,KOTA ADM. JAKARTA BARAT,31.73.03.1004,31.73.03,31.73,SEDANG,165500.993850949,1799.75703267238,JAKARTA BARAT,0.6
639,450,451,2,KALI ANYAR,TAMBORA,KOTA ADM. JAKARTA BARAT,31.73.04.1002,31.73.04,31.73,SEDANG,185956.29328281,2263.45393987333,JAKARTA BARAT,0.6
640,450,451,2,DURI UTARA,TAMBORA,KOTA ADM. JAKARTA BARAT,31.73.04.1003,31.73.04,31.73,SEDANG,316898.08832726,3299.68467554892,JAKARTA BARAT,0.6
641,450,451,2,TANAH SEREAL,TAMBORA,KOTA ADM. JAKARTA BARAT,31.73.04.1004,31.73.04,31.73,SEDANG,98392.357643117,2329.1191279594,JAKARTA BARAT,0.6
642,450,451,2,KRENDANG,TAMBORA,KOTA ADM. JAKARTA BARAT,31.73.04.1005,31.73.04,31.73,SEDANG,168586.041987137,2707.4266416591,JAKARTA BARAT,0.6
643,450,451,2,JEMBATAN BESI,TAMBORA,KOTA ADM. JAKARTA BARAT,31.73.04.1006,31.73.04,31.73,SEDANG,290149.420984624,2546.51923979126,JAKARTA BARAT,0.6
644,450,451,2,ANGKE,TAMBORA,KOTA ADM. JAKARTA BARAT,31.73.04.1007,31.73.04,31.73,SEDANG,449886.876955377,2778.57532841167,JAKARTA BARAT,0.6
645,450,451,2,JEMBATAN LIMA,TAMBORA,KOTA ADM. JAKARTA BARAT,31.73.04.1008,31.73.04,31.73,SEDANG,112653.910561097,1459.59409476034,JAKARTA BARAT,0.6
646,450,451,2,DURI SELATAN,TAMBORA,KOTA ADM. JAKARTA BARAT,31.73.04.1011,31.73.04,31.73,SEDANG,364633.377502361,2804.2215611221004,JAKARTA BARAT,0.6
647,450,451,2,UTAN KAYU UTARA,MATRAMAN,KOTA ADM. JAKARTA TIMUR,31.75.01.1002,31.75.01,31.75,SEDANG,149932.888865561,2134.5874241815,JAKARTA TIMUR,0.6
648,450,451,2,KAYU PUTIH,PULOGADUNG,KOTA ADM. JAKARTA TIMUR,31.75.02.1006,31.75.02,31.75,SEDANG,972.6405598995632,529.804470917584,JAKARTA TIMUR,0.6
649,451,452,2,UTAN KAYU UTARA,MATRAMAN,KOTA ADM. JAKARTA TIMUR,31.75.01.1002,31.75.01,31.75,SEDANG,9999.99999960358,399.9999999920721,JAKARTA TIMUR,0.6
650,452,453,2,JATINEGARA,CAKUNG,KOTA ADM. JAKARTA TIMUR,31.75.06.1001,31.75.06,31.75,SEDANG,5176.148510920841,386.100144401618,JAKARTA TIMUR,0.6
651,452,453,2,RAWA TERATE,CAKUNG,KOTA ADM. JAKARTA TIMUR,31.75.06.1002,31.75.06,31.75,SEDANG,1670.66132324324,221.38834449558505,JAKARTA TIMUR,0.6
652,453,454,3,PULO GEBANG,CAKUNG,KOTA ADM. JAKARTA TIMUR,31.75.06.1005,31.75.06,31.75,BERAT,10000.0000009447,400.000000018893,JAKARTA TIMUR,0.9
653,454,455,2,PULO GEBANG,CAKUNG,KOTA ADM. JAKARTA TIMUR,31.75.06.1005,31.75.06,31.75,SEDANG,6403.80859391326,374.98004147791,JAKARTA TIMUR,0.6
654,455,456,2,KEBON JERUK,KEBON JERUK,KOTA ADM. JAKARTA BARAT,31.73.05.1001,31.73.05,31.73,SEDANG,584532.709818623,4393.024504593211,JAKARTA BARAT,0.6
655,455,456,2,DURI KEPA,KEBON JERUK,KOTA ADM. JAKARTA BARAT,31.73.05.1005,31.73.05,31.73,SEDANG,496491.934677337,3887.10701063696,JAKARTA BARAT,0.6
656,455,456,2,KEDOYA UTARA,KEBON JERUK,KOTA ADM. JAKARTA BARAT,31.73.05.1006,31.73.05,31.73,SEDANG,86521.0036127062,2137.69209988576,JAKARTA BARAT,0.6
657,455,456,2,KEDOYA SELATAN,KEBON JERUK,KOTA ADM. JAKARTA BARAT,31.73.05.1007,31.73.05,31.73,SEDANG,1163425.06041416,6470.600064238591,JAKARTA BARAT,0.6
658,456,457,2,KEBON JERUK,KEBON JERUK,KOTA ADM. JAKARTA BARAT,31.73.05.1001,31.73.05,31.73,SEDANG,69465.3320339482,1171.94492870583,JAKARTA BARAT,0.6
659,457,458,2,RAWAMANGUN,PULOGADUNG,KOTA ADM. JAKARTA TIMUR,31.75.02.1005,31.75.02,31.75,SEDANG,381498.660056448,2975.77535961183,JAKARTA TIMUR,0.6
660,457,458,2,UTAN KAYU UTARA,MATRAMAN,KOTA ADM. JAKARTA TIMUR,31.75.01.1002,31.75.01,31.75,SEDANG,100662.292818047,1354.38540217968,JAKARTA TIMUR,0.6
661,458,459,3,JATINEGARA,CAKUNG,KOTA ADM. JAKARTA TIMUR,31.75.06.1001,31.75.06,31.75,BERAT,13498.0022169999,567.367255443383,JAKARTA TIMUR,0.9
662,459,460,2,KEBON JERUK,KEBON JERUK,KOTA ADM. JAKARTA BARAT,31.73.05.1001,31.73.05,31.73,SEDANG,6846.86206311114,377.29320989306103,JAKARTA BARAT,0.6
663,460,461,2,KENARI,SENEN,KOTA ADM. JAKARTA PUSAT,31.71.04.1002,31.71.04,31.71,SEDANG,131422.87008152698,1677.47526022641,JAKARTA PUSAT,0.6
664,460,461,2,PEGANGSAAN,MENTENG,KOTA ADM. JAKARTA PUSAT,31.71.06.1002,31.71.06,31.71,SEDANG,3462.12680110369,271.744436512415,JAKARTA PUSAT,0.6
665,461,462,2,JATINEGARA KAUM,PULOGADUNG,KOTA ADM. JAKARTA TIMUR,31.75.02.1004,31.75.02,31.75,SEDANG,38996.9914043235,954.47804216395,JAKARTA TIMUR,0.6
666,461,462,2,JATINEGARA,CAKUNG,KOTA ADM. JAKARTA TIMUR,31.75.06.1001,31.75.06,31.75,SEDANG,23357.6389707386,865.187924155803,JAKARTA TIMUR,0.6
667,462,463,2,JATINEGARA,CAKUNG,KOTA ADM. JAKARTA TIMUR,31.75.06.1001,31.75.06,31.75,SEDANG,6846.8098336653,377.291876961839,JAKARTA TIMUR,0.6
668,463,464,2,MERUYA UTARA,KEMBANGAN,KOTA ADM. JAKARTA BARAT,31.73.08.1002,31.73.08,31.73,SEDANG,417422.876207843,3153.41446010274,JAKARTA BARAT,0.6
669,463,464,2,MERUYA SELATAN,KEMBANGAN,KOTA ADM. JAKARTA BARAT,31.73.08.1003,31.73.08,31.73,SEDANG,4377.834895835541,284.89827729149005,JAKARTA BARAT,0.6
670,463,464,2,KEMBANGAN SELATAN,KEMBANGAN,KOTA ADM. JAKARTA BARAT,31.73.08.1006,31.73.08,31.73,SEDANG,56237.4115192882,1298.06202545374,JAKARTA BARAT,0.6
671,464,465,2,KEBON MELATI,TANAH ABANG,KOTA ADM. JAKARTA PUSAT,31.71.07.1005,31.71.07,31.71,SEDANG,188726.23286991304,2150.42159570467,JAKARTA PUSAT,0.6
672,464,465,2,KEBON KACANG,TANAH ABANG,KOTA ADM. JAKARTA PUSAT,31.71.07.1006,31.71.07,31.71,SEDANG,116682.596732856,1634.2611901357102,JAKARTA PUSAT,0.6
673,464,465,2,KAMPUNG BALI,TANAH ABANG,KOTA ADM. JAKARTA PUSAT,31.71.07.1007,31.71.07,31.71,SEDANG,75869.6278488257,1199.48370976262,JAKARTA PUSAT,0.6
674,465,466,2,KENARI,SENEN,KOTA ADM. JAKARTA PUSAT,31.71.04.1002,31.71.04,31.71,SEDANG,6403.80859381913,374.98004148125904,JAKARTA PUSAT,0.6
675,466,467,2,PASEBAN,SENEN,KOTA ADM. JAKARTA PUSAT,31.71.04.1003,31.71.04,31.71,SEDANG,46197.7954638176,965.09865432734,JAKARTA PUSAT,0.6
676,466,467,2,PALMERIAM,MATRAMAN,KOTA ADM. JAKARTA TIMUR,31.75.01.1004,31.75.01,31.75,SEDANG,45035.4878727089,898.201561239246,JAKARTA TIMUR,0.6
677,467,468,2,KEBON JERUK,KEBON JERUK,KOTA ADM. JAKARTA BARAT,31.73.05.1001,31.73.05,31.73,SEDANG,401733.122709717,3850.83724238844,JAKARTA BARAT,0.6
678,468,469,1,MENTENG,MENTENG,KOTA ADM. JAKARTA PUSAT,31.71.06.1001,31.71.06,31.71,RINGAN,52106.7103742335,1120.2619784291,JAKARTA PUSAT,0.3
679,469,470,1,MENTENG,MENTENG,KOTA ADM. JAKARTA PUSAT,31.71.06.1001,31.71.06,31.71,RINGAN,59190.3525965703,1473.17111256549,JAKARTA PUSAT,0.3
680,470,471,2,KEBON MANGGIS,MATRAMAN,KOTA ADM. JAKARTA TIMUR,31.75.01.1005,31.75.01,31.75,SEDANG,7199.98458537473,356.165288747065,JAKARTA TIMUR,0.6
681,470,471,2,PALMERIAM,MATRAMAN,KOTA ADM. JAKARTA TIMUR,31.75.01.1004,31.75.01,31.75,SEDANG,2800.01541422884,255.506526408704,JAKARTA TIMUR,0.6
682,471,472,1,MERUYA UTARA,KEMBANGAN,KOTA ADM. JAKARTA BARAT,31.73.08.1002,31.73.08,31.73,RINGAN,154781.465271127,1956.33205752773,JAKARTA BARAT,0.3
683,472,473,2,MERUYA SELATAN,KEMBANGAN,KOTA ADM. JAKARTA BARAT,31.73.08.1003,31.73.08,31.73,SEDANG,6403.80859381913,374.98004148125904,JAKARTA BARAT,0.6
684,473,474,3,PETAMBURAN,TANAH ABANG,KOTA ADM. JAKARTA PUSAT,31.71.07.1004,31.71.07,31.71,BERAT,6846.86206410792,377.293209920794,JAKARTA PUSAT,0.9
685,474,475,1,MENTENG,MENTENG,KOTA ADM. JAKARTA PUSAT,31.71.06.1001,31.71.06,31.71,RINGAN,6846.86206270237,377.293209881864,JAKARTA PUSAT,0.3
686,475,476,2,KEBON MANGGIS,MATRAMAN,KOTA ADM. JAKARTA TIMUR,31.75.01.1005,31.75.01,31.75,SEDANG,7174.56703430922,355.97073686926,JAKARTA TIMUR,0.6
687,475,476,2,PALMERIAM,MATRAMAN,KOTA ADM. JAKARTA TIMUR,31.75.01.1004,31.75.01,31.75,SEDANG,2825.43296730597,256.687133519463,JAKARTA TIMUR,0.6
688,476,477,2,UTAN KAYU SELATAN,MATRAMAN,KOTA ADM. JAKARTA TIMUR,31.75.01.1006,31.75.01,31.75,SEDANG,6403.80859434266,374.980041487054,JAKARTA TIMUR,0.6
689,477,478,3,PALMERAH,PAL MERAH,KOTA ADM. JAKARTA BARAT,31.73.07.1001,31.73.07,31.73,BERAT,6846.8620622935905,377.293209870666,JAKARTA BARAT,0.9
690,478,479,2,KEBON MANGGIS,MATRAMAN,KOTA ADM. JAKARTA TIMUR,31.75.01.1005,31.75.01,31.75,SEDANG,4930.232237355601,302.96899883998003,JAKARTA TIMUR,0.6
691,478,479,2,PALMERIAM,MATRAMAN,KOTA ADM. JAKARTA TIMUR,31.75.01.1004,31.75.01,31.75,SEDANG,1473.57635520265,213.532671372187,JAKARTA TIMUR,0.6
692,479,480,2,MERUYA UTARA,KEMBANGAN,KOTA ADM. JAKARTA BARAT,31.73.08.1002,31.73.08,31.73,SEDANG,51998.7238097511,924.315376814873,JAKARTA BARAT,0.6
693,479,480,2,MERUYA SELATAN,KEMBANGAN,KOTA ADM. JAKARTA BARAT,31.73.08.1003,31.73.08,31.73,SEDANG,2137.04043060526,237.87400105691103,JAKARTA BARAT,0.6
694,480,481,2,JATINEGARA KAUM,PULOGADUNG,KOTA ADM. JAKARTA TIMUR,31.75.02.1004,31.75.02,31.75,SEDANG,4180.56883316506,464.120717473188,JAKARTA TIMUR,0.6
695,480,481,2,JATINEGARA,CAKUNG,KOTA ADM. JAKARTA TIMUR,31.75.06.1001,31.75.06,31.75,SEDANG,103900.405127348,1371.09861267479,JAKARTA TIMUR,0.6
696,481,482,3,PENGGILINGAN,CAKUNG,KOTA ADM. JAKARTA TIMUR,31.75.06.1003,31.75.06,31.75,BERAT,37744.2199731476,1032.44802184282,JAKARTA TIMUR,0.9
697,482,483,2,MERUYA UTARA,KEMBANGAN,KOTA ADM. JAKARTA BARAT,31.73.08.1002,31.73.08,31.73,SEDANG,6846.8620622935905,377.293209870666,JAKARTA BARAT,0.6
698,483,484,3,MERUYA UTARA,KEMBANGAN,KOTA ADM. JAKARTA BARAT,31.73.08.1002,31.73.08,31.73,BERAT,9999.99999893304,399.99999997866104,JAKARTA BARAT,0.9
699,484,485,2,SUKABUMI UTARA,KEBON JERUK,KOTA ADM. JAKARTA BARAT,31.73.05.1002,31.73.05,31.73,SEDANG,9999.99999893304,399.99999997866104,JAKARTA BARAT,0.6
700,485,486,3,PALMERAH,PAL MERAH,KOTA ADM. JAKARTA BARAT,31.73.07.1001,31.73.07,31.73,BERAT,6846.862062587601,377.293209878935,JAKARTA BARAT,0.9
701,486,487,2,CIPINANG,PULOGADUNG,KOTA ADM. JAKARTA TIMUR,31.75.02.1003,31.75.02,31.75,SEDANG,22539.393087537,649.912278670732,JAKARTA TIMUR,0.6
702,486,487,2,RAWAMANGUN,PULOGADUNG,KOTA ADM. JAKARTA TIMUR,31.75.02.1005,31.75.02,31.75,SEDANG,192884.59429578,2103.90605946523,JAKARTA TIMUR,0.6
703,486,487,2,PISANGAN TIMUR,PULOGADUNG,KOTA ADM. JAKARTA TIMUR,31.75.02.1002,31.75.02,31.75,SEDANG,48916.2150857431,896.192580613536,JAKARTA TIMUR,0.6
704,487,488,2,PENGGILINGAN,CAKUNG,KOTA ADM. JAKARTA TIMUR,31.75.06.1003,31.75.06,31.75,SEDANG,9999.99999893304,399.99999997866104,JAKARTA TIMUR,0.6
705,488,489,3,PENGGILINGAN,CAKUNG,KOTA ADM. JAKARTA TIMUR,31.75.06.1003,31.75.06,31.75,BERAT,9999.99999893304,399.99999997866104,JAKARTA TIMUR,0.9
706,489,490,2,MERUYA UTARA,KEMBANGAN,KOTA ADM. JAKARTA BARAT,31.73.08.1002,31.73.08,31.73,SEDANG,1159330.76088443,7377.53343152207,JAKARTA BARAT,0.6
707,489,490,2,MERUYA SELATAN,KEMBANGAN,KOTA ADM. JAKARTA BARAT,31.73.08.1003,31.73.08,31.73,SEDANG,4734.578096703561,330.621665029045,JAKARTA BARAT,0.6
708,489,490,2,KEMBANGAN SELATAN,KEMBANGAN,KOTA ADM. JAKARTA BARAT,31.73.08.1006,31.73.08,31.73,SEDANG,83395.9993915223,1822.9180756347,JAKARTA BARAT,0.6
709,490,491,2,MERUYA SELATAN,KEMBANGAN,KOTA ADM. JAKARTA BARAT,31.73.08.1003,31.73.08,31.73,SEDANG,49999.9999980179,999.999999986884,JAKARTA BARAT,0.6
710,491,492,2,MERUYA SELATAN,KEMBANGAN,KOTA ADM. JAKARTA BARAT,31.73.08.1003,31.73.08,31.73,SEDANG,9999.99999960358,399.9999999920721,JAKARTA BARAT,0.6
711,492,493,3,GELORA,TANAH ABANG,KOTA ADM. JAKARTA PUSAT,31.71.07.1001,31.71.07,31.71,BERAT,37265.5868839837,875.8040223489791,JAKARTA PUSAT,0.9
712,492,493,3,PALMERAH,PAL MERAH,KOTA ADM. JAKARTA BARAT,31.73.07.1001,31.73.07,31.73,BERAT,11367.9689041495,510.75210842928504,JAKARTA BARAT,0.9
713,493,494,2,KARET TENGSIN,TANAH ABANG,KOTA ADM. JAKARTA PUSAT,31.71.07.1003,31.71.07,31.71,SEDANG,165731.796474979,1782.5953452058902,JAKARTA PUSAT,0.6
714,493,494,2,KEBON MELATI,TANAH ABANG,KOTA ADM. JAKARTA PUSAT,31.71.07.1005,31.71.07,31.71,SEDANG,62885.8505963159,1099.61332832502,JAKARTA PUSAT,0.6
715,494,495,2,MENTENG,MENTENG,KOTA ADM. JAKARTA PUSAT,31.71.06.1001,31.71.06,31.71,SEDANG,1241132.0826629,9002.65830552501,JAKARTA PUSAT,0.6
716,494,495,2,PEGANGSAAN,MENTENG,KOTA ADM. JAKARTA PUSAT,31.71.06.1002,31.71.06,31.71,SEDANG,257371.11023972,2945.08077733817,JAKARTA PUSAT,0.6
717,494,495,2,CIKINI,MENTENG,KOTA ADM. JAKARTA PUSAT,31.71.06.1003,31.71.06,31.71,SEDANG,304673.482921194,3642.82791916767,JAKARTA PUSAT,0.6
718,494,495,2,GONDANGDIA,MENTENG,KOTA ADM. JAKARTA PUSAT,31.71.06.1004,31.71.06,31.71,SEDANG,868447.9463458471,4678.21610285608,JAKARTA PUSAT,0.6
719,494,495,2,KEBON SIRIH,MENTENG,KOTA ADM. JAKARTA PUSAT,31.71.06.1005,31.71.06,31.71,SEDANG,54528.592239579106,1201.98554436249,JAKARTA PUSAT,0.6
720,495,496,3,GELORA,TANAH ABANG,KOTA ADM. JAKARTA PUSAT,31.71.07.1001,31.71.07,31.71,BERAT,94.6508650490629,48.247094284534,JAKARTA PUSAT,0.9
721,495,496,3,PALMERAH,PAL MERAH,KOTA ADM. JAKARTA BARAT,31.73.07.1001,31.73.07,31.73,BERAT,6752.21119775126,363.319962640963,JAKARTA BARAT,0.9
722,496,497,1,PULO GEBANG,CAKUNG,KOTA ADM. JAKARTA TIMUR,31.75.06.1005,31.75.06,31.75,RINGAN,77096.5863041444,1507.84521141138,JAKARTA TIMUR,0.3
723,497,498,3,MERUYA SELATAN,KEMBANGAN,KOTA ADM. JAKARTA BARAT,31.73.08.1003,31.73.08,31.73,BERAT,19999.9999985366,599.999999981402,JAKARTA BARAT,0.9
724,498,499,2,MERUYA SELATAN,KEMBANGAN,KOTA ADM. JAKARTA BARAT,31.73.08.1003,31.73.08,31.73,SEDANG,20042.8257686353,762.713928450766,JAKARTA BARAT,0.6
725,499,500,1,SRENGSENG,KEMBANGAN,KOTA ADM. JAKARTA BARAT,31.73.08.1004,31.73.08,31.73,RINGAN,242816.18786814,2495.5561715800104,JAKARTA BARAT,0.3
726,500,501,3,SUKABUMI UTARA,KEBON JERUK,KOTA ADM. JAKARTA BARAT,31.73.05.1002,31.73.05,31.73,BERAT,149764.709471551,1770.29638223543,JAKARTA BARAT,0.9
727,501,502,2,SUKABUMI UTARA,KEBON JERUK,KOTA ADM. JAKARTA BARAT,31.73.05.1002,31.73.05,31.73,SEDANG,72487.96424693511,1589.72798456666,JAKARTA BARAT,0.6
728,501,502,2,TANJUNG DUREN SELATAN,GROGOL PETAMBURAN,KOTA ADM. JAKARTA BARAT,31.73.02.1005,31.73.02,31.73,SEDANG,139883.584149138,1771.6095360986,JAKARTA BARAT,0.6
729,501,502,2,KEBON JERUK,KEBON JERUK,KOTA ADM. JAKARTA BARAT,31.73.05.1001,31.73.05,31.73,SEDANG,279782.873554072,2975.3529266991304,JAKARTA BARAT,0.6
730,501,502,2,KEMANGGISAN,PAL MERAH,KOTA ADM. JAKARTA BARAT,31.73.07.1005,31.73.07,31.73,SEDANG,757444.1830321951,3872.4413988510505,JAKARTA BARAT,0.6
731,501,502,2,PALMERAH,PAL MERAH,KOTA ADM. JAKARTA BARAT,31.73.07.1001,31.73.07,31.73,SEDANG,911889.130495198,6028.365424716981,JAKARTA BARAT,0.6
732,501,502,2,GROGOL UTARA,KEBAYORAN LAMA,KOTA ADM. JAKARTA SELATAN,31.74.05.1004,31.74.05,31.74,SEDANG,24028.9905834263,750.999959769411,JAKARTA SELATAN,0.6
733,502,503,2,PALMERAH,PAL MERAH,KOTA ADM. JAKARTA BARAT,31.73.07.1001,31.73.07,31.73,SEDANG,43882.71793001819,842.677016928244,JAKARTA BARAT,0.6
