city,baseline_score,max_baseline_score,total_polygon_area,polygon_count,historical_flood_count,avg_severity_score,max_severity_score,total_houses_flooded,total_public_facilities_damaged,last_flood_date,flood_frequency_score,severity_score_norm,historical_score,static_risk_score
JAKARTA BARAT,0.7057692307692307,0.9,117980186.87535857,312,19,7.526315789473684,40.0,63.0,0,2022-07-15,0.5135135135135135,0.0262958017860997,0.318626428822548,0.5509121099905576
JAKARTA PUSAT,0.7288235294117648,0.9,48127292.27998332,170,6,3.3333333333333335,20.0,0.0,0,2020-09-22,0.1621621621621621,0.011646159299205,0.1019557610169793,0.47807642205385054
JAKARTA SELATAN,0.6987096774193547,0.9,61248073.60361512,465,37,60.86486486486486,808.0,2129.0,1,2022-12-16,1.0,0.2126525735822409,0.6850610294328964,0.6932502182247714
JAKARTA TIMUR,0.6874785591766724,0.9,117468087.13723312,583,36,130.19444444444446,1080.0,4587.0,0,2022-11-13,0.972972972972973,0.4548795719614495,0.7657356125683636,0.718781380533349
JAKARTA UTARA,0.6964864864864865,0.9,120963805.80817132,370,11,5.454545454545454,50.0,50.0,0,2022-11-13,0.2972972972972973,0.0190573515805173,0.1860013190105853,0.492292419496126
